Hire_ID,Application_Date,Gender,Race,Applied_Department,Outcome,Hire_Date
24049,2024-07-12,Male,Black,Operations,Hired,2023-07-30
24055,2025-07-18,Female,Other,HR,Hired,2024-10-13
24058,2023-09-30,Male,White,Retail Banking,Hired,2023-12-20
24069,2024-10-22,Male,White,IT,Hired,2025-05-26
24072,2024-05-02,Female,Other,Legal,Hired,2024-06-30
24078,2024-04-08,Male,Hispanic,Risk,Hired,2023-10-12
24086,2023-12-25,Female,Hispanic,Legal,Hired,2024-11-09
24097,2024-09-26,Female,Asian,Retail Banking,Hired,2023-04-21
24107,2023-12-03,Female,Other,Legal,Hired,2025-03-26
24115,2025-04-29,Male,Other,Compliance,Hired,2024-06-12
24123,2024-03-31,Female,White,Risk,Hired,2025-03-19
24124,2024-05-09,Female,Asian,HR,Hired,2023-05-29
24140,2025-05-10,Female,Black,IT,Hired,2024-12-12
24147,2023-03-08,Male,White,Compliance,Hired,2023-07-12
24149,2025-01-14,Female,Black,IT,Hired,2025-05-21
24151,2023-07-21,Female,White,IT,Hired,2023-05-09
24158,2024-04-27,Female,Other,Finance,Hired,2024-07-30
24159,2023-01-26,Female,Black,Retail Banking,Hired,2023-08-30
24163,2025-08-15,Female,Hispanic,Finance,Hired,2022-10-21
24167,2023-05-12,Female,Hispanic,Legal,Hired,2025-01-13
24169,2023-08-11,Male,White,Finance,Hired,2025-01-18
24175,2024-05-09,Male,White,HR,Hired,2024-02-10
24187,2024-09-12,Female,Black,HR,Hired,2023-05-27
24192,2023-09-18,Male,Hispanic,IT,Hired,2024-08-09
24218,2023-05-21,Male,White,IT,Hired,2023-06-17
24230,2025-03-26,Female,Other,IT,Hired,2024-01-30
24236,2023-01-09,Female,Hispanic,Operations,Hired,2025-06-18
24260,2023-09-15,Male,Asian,Retail Banking,Hired,2025-08-17
24281,2023-03-24,Female,Hispanic,Legal,Hired,2022-12-26
24282,2023-12-22,Male,White,Legal,Hired,2025-05-29
24289,2022-12-28,Male,Black,Operations,Hired,2024-12-21
24299,2023-02-18,Male,White,Retail Banking,Hired,2024-02-25
24300,2024-05-10,Female,Other,Compliance,Hired,2023-12-31
24311,2024-08-19,Female,White,Finance,Hired,2025-06-09
24320,2025-03-28,Female,Other,Operations,Hired,2023-03-07
24325,2022-10-05,Male,Other,Finance,Hired,2022-10-14
24328,2023-11-07,Female,Other,Risk,Hired,2024-02-02
24329,2023-09-14,Female,Asian,Risk,Hired,2024-05-22
24358,2023-11-10,Male,Black,Legal,Hired,2023-07-07
24359,2025-09-11,Male,Asian,IT,Hired,2024-11-27
24372,2025-05-15,Male,White,Compliance,Hired,2025-04-13
24400,2023-08-02,Female,Asian,Finance,Hired,2023-09-28
24419,2025-02-23,Male,Hispanic,Operations,Hired,2024-05-28
24430,2024-11-11,Female,White,Retail Banking,Hired,2023-12-06
24433,2023-08-14,Male,Black,Risk,Hired,2025-03-28
24437,2024-01-31,Female,White,Compliance,Hired,2025-09-14
24456,2023-01-20,Female,White,Retail Banking,Hired,2024-10-06
24464,2024-02-15,Male,Hispanic,Retail Banking,Hired,2023-03-31
24481,2024-05-10,Female,Hispanic,Operations,Hired,2023-11-23
24500,2024-09-16,Female,Hispanic,Risk,Hired,2024-05-19
24506,2024-07-31,Female,Asian,HR,Hired,2024-02-12
24511,2024-02-04,Male,White,Legal,Hired,2022-12-13
24513,2025-07-19,Female,Asian,Compliance,Hired,2024-01-27
24524,2025-07-07,Male,Asian,Risk,Hired,2025-04-04
24540,2024-06-04,Female,Asian,Compliance,Hired,2025-01-13
24548,2023-05-13,Other,White,Operations,Hired,2025-02-14
24551,2022-12-01,Female,Other,Risk,Hired,2024-05-30
24555,2024-03-13,Female,White,Risk,Hired,2023-06-09
24586,2022-12-14,Female,Other,Finance,Hired,2022-10-06
24590,2024-03-09,Male,White,Legal,Hired,2025-08-04
24594,2025-02-24,Female,Hispanic,Compliance,Hired,2024-12-28
24599,2024-01-27,Female,White,HR,Hired,2023-06-07
24601,2025-06-25,Female,Asian,Risk,Hired,2025-04-03
24607,2023-06-14,Female,Black,IT,Hired,2025-08-13
24657,2023-03-25,Female,White,Compliance,Hired,2023-11-15
24658,2024-06-20,Male,Black,Compliance,Hired,2025-09-06
24690,2023-04-04,Female,Asian,HR,Hired,2024-12-13
24693,2024-10-14,Male,Asian,HR,Hired,2024-02-04
24695,2024-05-29,Female,Asian,Risk,Hired,2023-08-08
24702,2022-12-02,Female,Black,HR,Hired,2023-12-18
24713,2024-02-02,Male,Hispanic,Compliance,Hired,2023-11-05
24732,2025-09-15,Male,Other,Risk,Hired,2024-11-18
24778,2023-06-04,Female,White,Risk,Hired,2025-07-16
24796,2025-05-28,Male,Hispanic,Retail Banking,Hired,2023-09-13
24801,2025-07-18,Male,Other,HR,Hired,2023-01-10
24803,2023-06-19,Male,Black,Legal,Hired,2024-03-15
24816,2023-09-12,Male,Black,IT,Hired,2024-02-26
24820,2025-07-08,Female,Hispanic,IT,Hired,2025-07-07
24830,2025-03-16,Female,Other,IT,Hired,2023-07-05
24857,2023-02-16,Male,Asian,Retail Banking,Hired,2025-08-29
24858,2024-06-29,Male,Black,Risk,Hired,2024-12-10
24866,2024-07-26,Female,Other,Legal,Hired,2025-01-16
24867,2025-06-27,Male,Hispanic,Legal,Hired,2025-02-28
24874,2023-07-06,Male,Hispanic,Retail Banking,Hired,2024-08-10
24891,2024-04-14,Female,Black,Legal,Hired,2024-04-07
24904,2024-03-23,Male,Black,Legal,Hired,2024-02-08
24911,2025-02-26,Male,Black,Compliance,Hired,2024-08-17
24918,2023-02-23,Male,White,IT,Hired,2023-11-26
24920,2025-04-26,Female,White,Legal,Hired,2023-11-12
24923,2024-01-30,Female,Hispanic,Retail Banking,Hired,2023-04-04
24926,2025-07-31,Female,White,Risk,Hired,2024-05-15
24945,2024-02-29,Male,Black,Finance,Hired,2024-01-31
24951,2024-05-22,Male,Other,Operations,Hired,2023-10-02
24960,2024-05-21,Male,Asian,Risk,Hired,2022-09-26
24974,2023-01-24,Female,Black,Legal,Hired,2024-08-15
24991,2025-04-12,Female,Black,Compliance,Hired,2024-01-28
24994,2025-04-24,Female,Asian,Operations,Hired,2023-11-13
25006,2022-11-05,Female,Black,Legal,Hired,2025-08-11
25010,2024-08-30,Male,Asian,Compliance,Hired,2025-07-15
25021,2023-08-31,Female,White,Legal,Hired,2022-10-22
25067,2024-11-25,Female,Black,Finance,Hired,2023-08-29
25094,2022-11-14,Female,Hispanic,Retail Banking,Hired,2024-07-13
25109,2024-06-02,Female,Other,Operations,Hired,2025-03-06
25114,2025-06-25,Female,Asian,Retail Banking,Hired,2023-12-17
25121,2025-03-21,Male,Asian,Legal,Hired,2023-06-23
25129,2024-04-22,Male,Asian,HR,Hired,2025-03-15
25162,2023-05-22,Female,Asian,Operations,Hired,2024-03-11
25177,2024-02-02,Male,Black,Compliance,Hired,2023-12-02
25202,2023-12-27,Female,Asian,Operations,Hired,2024-10-12
25205,2023-03-16,Female,Other,Finance,Hired,2023-04-09
25211,2023-04-27,Male,Asian,Legal,Hired,2023-10-08
25212,2023-09-25,Female,Asian,Retail Banking,Hired,2025-08-26
25221,2024-02-15,Male,Black,Compliance,Hired,2023-12-22
25230,2025-07-05,Female,White,IT,Hired,2025-06-12
25231,2024-05-17,Female,Asian,Risk,Hired,2024-01-19
25233,2025-05-18,Male,Other,Operations,Hired,2022-12-26
25238,2024-01-09,Female,White,Operations,Hired,2024-04-09
25239,2024-03-06,Male,White,Compliance,Hired,2023-08-02
25240,2025-03-10,Male,Other,IT,Hired,2024-10-28
25255,2024-09-04,Female,Asian,Legal,Hired,2023-01-23
25267,2023-08-07,Male,White,IT,Hired,2025-05-05
25271,2022-10-08,Female,Hispanic,Legal,Hired,2023-02-28
25285,2023-10-27,Male,Other,HR,Hired,2023-11-07
25288,2022-09-30,Male,Black,IT,Hired,2024-09-26
25302,2024-01-17,Male,Black,IT,Hired,2023-04-07
25305,2024-09-13,Female,Other,Operations,Hired,2023-07-02
25313,2024-04-04,Male,Other,Retail Banking,Hired,2025-04-29
25338,2024-11-22,Female,Hispanic,Operations,Hired,2024-11-04
25344,2022-11-01,Female,Hispanic,Compliance,Hired,2024-11-13
25347,2025-05-23,Male,White,Compliance,Hired,2024-10-10
25364,2025-06-19,Female,Asian,Legal,Hired,2025-03-16
25372,2023-04-22,Male,Black,HR,Hired,2024-03-06
25377,2025-07-28,Female,White,Finance,Hired,2022-11-24
25383,2024-03-30,Male,Asian,Operations,Hired,2025-04-26
25386,2025-06-19,Male,Asian,Risk,Hired,2024-06-03
25389,2024-07-11,Male,Asian,IT,Hired,2024-05-25
25391,2023-09-14,Male,Other,Risk,Hired,2025-01-04
25413,2025-07-07,Male,White,IT,Hired,2024-01-05
25420,2024-08-04,Male,Hispanic,IT,Hired,2024-01-24
25426,2023-10-12,Female,Other,Finance,Hired,2022-12-15
25434,2023-12-15,Male,Hispanic,Finance,Hired,2023-05-16
25442,2023-12-31,Female,Asian,Finance,Hired,2023-09-12
25446,2022-10-29,Female,White,Risk,Hired,2024-05-25
25453,2023-05-18,Female,Black,HR,Hired,2025-02-21
25457,2022-10-17,Male,Other,Compliance,Hired,2023-12-26
25465,2023-06-13,Female,Black,HR,Hired,2023-06-17
25466,2025-06-18,Female,White,Risk,Hired,2025-02-16
25467,2023-07-17,Female,Asian,Risk,Hired,2025-06-04
25474,2024-05-28,Male,Black,Operations,Hired,2025-08-30
25484,2024-11-28,Female,Asian,Risk,Hired,2023-02-03
25491,2025-04-20,Male,Black,Finance,Hired,2023-06-12
25512,2024-12-10,Male,White,HR,Hired,2025-09-04
25513,2025-02-27,Male,Other,Operations,Hired,2023-12-22
25515,2023-04-20,Male,Other,Finance,Hired,2024-02-11
25516,2025-08-03,Female,White,Risk,Hired,2024-11-03
25543,2022-10-27,Male,Asian,Operations,Hired,2023-09-14
25544,2023-04-04,Female,Other,Compliance,Hired,2023-10-01
25548,2024-01-04,Male,Hispanic,HR,Hired,2024-09-17
25552,2024-12-07,Male,Hispanic,Compliance,Hired,2025-03-15
25555,2025-08-26,Female,Other,HR,Hired,2023-04-11
25558,2022-12-04,Male,Asian,IT,Hired,2024-02-17
25563,2024-12-19,Female,Hispanic,Finance,Hired,2025-09-04
25582,2025-07-10,Male,Black,Legal,Hired,2023-02-21
25583,2025-08-03,Female,Asian,Operations,Hired,2024-01-14
25584,2023-10-28,Female,Other,Finance,Hired,2024-12-17
25588,2022-11-23,Male,Other,Retail Banking,Hired,2023-02-20
25613,2022-11-12,Female,White,Compliance,Hired,2024-02-18
25614,2024-12-13,Male,Black,Risk,Hired,2025-03-25
25617,2022-10-05,Male,Hispanic,Compliance,Hired,2024-04-29
25638,2024-03-18,Female,Asian,Compliance,Hired,2025-07-09
25646,2023-11-28,Male,White,Operations,Hired,2023-11-02
25657,2024-05-11,Female,Black,Operations,Hired,2023-02-24
25681,2025-04-30,Male,Black,IT,Hired,2024-02-13
25687,2024-10-26,Female,Black,Retail Banking,Hired,2024-05-19
25689,2024-01-25,Male,White,Compliance,Hired,2023-05-03
25699,2025-04-01,Male,White,Compliance,Hired,2023-12-26
25712,2025-06-02,Male,Hispanic,Finance,Hired,2023-10-19
25716,2022-12-30,Female,Other,Risk,Hired,2024-09-06
25737,2024-07-01,Male,White,Risk,Hired,2025-04-30
25767,2024-11-27,Female,Black,Operations,Hired,2023-03-16
25774,2022-09-18,Female,White,Risk,Hired,2023-09-24
25793,2025-04-24,Male,Other,HR,Hired,2022-12-30
25804,2025-06-08,Male,Black,Legal,Hired,2022-09-26
25805,2024-01-24,Male,Asian,Legal,Hired,2024-12-31
25812,2023-09-17,Male,Black,Finance,Hired,2023-07-25
25816,2024-11-09,Male,Other,Retail Banking,Hired,2024-12-27
25822,2023-07-02,Female,Hispanic,HR,Hired,2025-03-11
25839,2022-10-30,Female,Black,Risk,Hired,2025-08-08
25847,2022-11-26,Female,Asian,HR,Hired,2025-05-19
25857,2025-01-12,Female,Other,Legal,Hired,2024-04-22
25862,2025-04-01,Female,Hispanic,Operations,Hired,2023-07-05
25865,2023-09-11,Female,Black,Compliance,Hired,2024-06-16
25866,2023-03-11,Female,Asian,Risk,Hired,2022-10-11
25875,2024-10-22,Female,Other,Operations,Hired,2025-03-09
25890,2025-01-28,Male,Asian,Retail Banking,Hired,2024-02-10
25911,2023-03-16,Female,White,Legal,Hired,2025-02-18
25917,2024-03-01,Male,Other,Compliance,Hired,2025-02-16
25919,2023-04-07,Male,Other,Risk,Hired,2023-05-06
25928,2025-07-04,Female,Hispanic,Compliance,Hired,2024-04-26
25932,2022-11-21,Male,Other,IT,Hired,2024-08-12
25934,2025-03-12,Male,Hispanic,Legal,Hired,2023-07-22
25942,2023-08-12,Female,Asian,IT,Hired,2023-12-14
25953,2025-06-02,Female,Black,Operations,Hired,2024-12-01
25963,2024-01-14,Female,Hispanic,Compliance,Hired,2023-06-06
25972,2025-07-21,Female,Hispanic,Operations,Hired,2024-05-04
25974,2022-09-21,Female,Asian,IT,Hired,2025-07-10
25983,2023-04-09,Female,Black,IT,Hired,2023-09-13
26011,2023-10-29,Female,Black,Retail Banking,Hired,2025-05-22
26017,2025-06-03,Female,Other,Compliance,Hired,2023-10-11
26039,2025-01-06,Female,White,IT,Hired,2025-06-26
26048,2024-11-05,Male,Other,Retail Banking,Hired,2024-09-05
26069,2024-06-12,Female,Asian,Legal,Hired,2023-08-24
26071,2023-10-19,Male,Black,HR,Hired,2024-01-14
26077,2023-11-20,Female,Asian,Finance,Hired,2025-01-29
26112,2023-12-25,Male,Hispanic,Risk,Hired,2023-02-13
26115,2024-02-01,Female,Other,Finance,Hired,2024-02-24
26136,2024-09-03,Male,Black,Legal,Hired,2023-08-08
26140,2025-08-07,Female,White,Finance,Hired,2023-06-25
26147,2023-10-28,Male,Other,HR,Hired,2024-11-25
26154,2024-06-20,Female,Asian,HR,Hired,2023-06-17
26156,2024-09-07,Male,White,Retail Banking,Hired,2022-12-08
26204,2023-02-17,Male,White,IT,Hired,2024-07-21
26216,2025-05-01,Female,Black,Risk,Hired,2025-05-18
26235,2024-03-25,Female,Other,HR,Hired,2024-07-16
26272,2023-05-07,Male,Black,Risk,Hired,2024-08-05
26279,2024-11-18,Male,Other,Legal,Hired,2025-05-07
26291,2023-03-06,Female,White,HR,Hired,2024-04-29
26292,2024-11-08,Male,White,Operations,Hired,2023-06-20
26295,2025-05-27,Male,Black,IT,Hired,2025-04-18
26302,2023-11-17,Female,Black,HR,Hired,2023-05-13
26305,2023-07-23,Female,Other,Legal,Hired,2023-07-19
26324,2023-09-23,Male,White,Legal,Hired,2023-09-25
26338,2024-12-13,Female,Asian,IT,Hired,2022-12-06
26342,2025-03-10,Male,Hispanic,Retail Banking,Hired,2024-05-19
26393,2022-09-20,Female,Hispanic,Operations,Hired,2024-10-08
26415,2025-03-14,Male,Asian,Legal,Hired,2024-07-15
26426,2024-01-17,Female,Other,Compliance,Hired,2025-08-31
26449,2024-10-25,Female,Black,IT,Hired,2024-06-28
26451,2024-04-21,Male,Other,Retail Banking,Hired,2025-06-08
26465,2024-08-13,Female,Hispanic,HR,Hired,2025-02-04
26467,2025-04-30,Female,Black,Retail Banking,Hired,2024-05-30
26511,2024-10-29,Female,Asian,HR,Hired,2025-04-13
26513,2024-08-19,Female,Other,Compliance,Hired,2023-07-24
26515,2023-10-17,Male,Asian,Finance,Hired,2024-11-23
26518,2023-08-27,Female,Other,Finance,Hired,2024-02-01
26523,2025-01-09,Female,Black,Operations,Hired,2024-08-30
26524,2025-06-14,Male,White,Operations,Hired,2023-05-01
26526,2025-08-27,Female,Asian,Legal,Hired,2023-08-24
26534,2025-01-04,Female,White,Risk,Hired,2024-03-15
26546,2025-05-26,Female,Asian,Operations,Hired,2023-05-05
26550,2023-08-15,Female,Asian,Operations,Hired,2025-01-30
26566,2023-02-09,Male,White,Finance,Hired,2025-01-09
26573,2024-02-09,Male,Asian,Operations,Hired,2023-11-02
26577,2023-07-11,Female,Other,Legal,Hired,2024-10-08
26605,2022-10-23,Female,Black,Risk,Hired,2025-04-16
26621,2023-01-10,Female,Black,IT,Hired,2023-06-01
26623,2023-11-30,Female,Black,Retail Banking,Hired,2024-08-22
26624,2023-10-04,Male,White,Compliance,Hired,2023-03-21
26628,2025-03-01,Male,Asian,Legal,Hired,2023-08-24
26629,2023-04-08,Female,Other,Risk,Hired,2023-04-01
26633,2025-01-10,Female,White,HR,Hired,2023-01-06
26690,2025-06-13,Male,White,Legal,Hired,2023-04-20
26705,2024-11-19,Male,Asian,Legal,Hired,2024-12-29
26708,2025-03-05,Male,Hispanic,Finance,Hired,2023-10-28
26714,2022-10-11,Female,Black,Finance,Hired,2023-04-02
26715,2024-12-29,Female,Asian,HR,Hired,2025-03-20
26719,2025-08-30,Female,Black,Operations,Hired,2024-02-02
26727,2024-05-28,Male,Other,HR,Hired,2024-09-28
26753,2024-06-10,Male,Other,Finance,Hired,2023-06-26
26763,2024-04-02,Female,White,Legal,Hired,2023-04-18
26766,2023-10-18,Male,White,HR,Hired,2025-08-21
26767,2024-07-04,Male,Hispanic,Legal,Hired,2022-11-08
26775,2023-12-11,Male,Other,Legal,Hired,2025-06-27
26784,2024-07-24,Male,Black,Retail Banking,Hired,2025-06-27
26788,2024-11-16,Male,Other,Retail Banking,Hired,2025-05-31
26791,2024-12-13,Male,Asian,HR,Hired,2023-02-16
26794,2024-08-20,Male,Black,Legal,Hired,2023-05-25
26803,2022-11-24,Male,White,Finance,Hired,2024-05-16
26804,2025-04-24,Female,Asian,Legal,Hired,2025-04-16
26810,2025-03-10,Female,Asian,Retail Banking,Hired,2024-08-14
26867,2024-03-06,Female,White,Compliance,Hired,2024-12-29
26901,2024-05-07,Female,Other,HR,Hired,2022-11-16
26909,2023-06-14,Female,Asian,Legal,Hired,2025-08-20
26924,2024-10-17,Male,White,Finance,Hired,2024-07-07
26928,2025-09-13,Female,Black,IT,Hired,2025-03-09
26929,2025-04-01,Male,Hispanic,Legal,Hired,2024-05-19
26936,2025-08-24,Male,White,HR,Hired,2025-05-16
26938,2023-11-03,Male,Hispanic,Operations,Hired,2023-12-19
26944,2023-12-08,Male,Black,HR,Hired,2024-06-01
26960,2022-12-13,Female,White,Legal,Hired,2023-05-10
26962,2025-03-23,Male,White,Operations,Hired,2022-11-23
26965,2024-07-10,Female,Black,Finance,Hired,2024-11-24
26967,2022-11-30,Male,Black,Risk,Hired,2022-10-11
26968,2025-08-29,Male,Black,Operations,Hired,2023-09-11
26989,2023-04-08,Female,White,Retail Banking,Hired,2024-01-09
27010,2023-06-05,Male,White,HR,Hired,2024-03-10
27011,2023-06-01,Female,Hispanic,Retail Banking,Hired,2024-09-02
27020,2024-10-01,Female,Black,Legal,Hired,2024-07-11
27034,2024-07-20,Male,White,Operations,Hired,2024-05-28
27041,2024-03-14,Male,Black,Compliance,Hired,2023-08-05
27058,2023-06-06,Male,White,Operations,Hired,2025-07-07
27059,2024-05-05,Female,Asian,Risk,Hired,2023-07-15
27101,2025-02-05,Female,White,HR,Hired,2023-11-13
27102,2024-09-16,Female,Hispanic,HR,Hired,2023-05-25
27105,2025-05-22,Female,Black,Operations,Hired,2022-11-18
27156,2025-02-12,Male,Asian,Finance,Hired,2024-02-24
27158,2024-03-12,Male,White,Legal,Hired,2024-07-19
27189,2022-09-28,Female,Asian,Retail Banking,Hired,2023-08-09
27195,2022-09-28,Female,Asian,Operations,Hired,2024-01-28
27198,2022-10-02,Male,White,Legal,Hired,2025-08-31
27200,2022-11-30,Male,White,Legal,Hired,2023-04-05
27216,2024-03-14,Female,Other,Retail Banking,Hired,2024-08-27
27220,2023-10-20,Male,Black,Risk,Hired,2025-06-26
27244,2023-12-18,Female,Black,Risk,Hired,2024-10-07
27250,2024-08-08,Male,Asian,Operations,Hired,2023-09-01
27282,2022-11-23,Male,Black,HR,Hired,2025-06-16
27285,2025-03-08,Male,Hispanic,Operations,Hired,2024-06-11
27289,2025-01-22,Female,Asian,Legal,Hired,2024-03-05
27291,2022-11-11,Male,White,Finance,Hired,2024-11-09
27307,2023-06-24,Female,Hispanic,Legal,Hired,2022-11-19
27324,2024-07-30,Female,White,Compliance,Hired,2025-06-24
27334,2022-10-17,Male,Black,Legal,Hired,2024-09-21
27338,2023-01-18,Male,White,Legal,Hired,2023-08-06
27348,2025-03-02,Female,Asian,Finance,Hired,2024-11-03
27350,2023-08-02,Male,Black,Retail Banking,Hired,2024-05-24
27368,2024-07-01,Female,White,Risk,Hired,2023-05-05
27375,2024-04-04,Female,Other,Operations,Hired,2023-02-23
27378,2024-11-07,Male,White,Finance,Hired,2022-09-18
27395,2022-11-17,Female,Hispanic,Finance,Hired,2025-08-07
27426,2023-12-18,Male,Other,Finance,Hired,2024-01-13
27427,2025-07-16,Female,Other,HR,Hired,2025-07-19
27459,2025-05-15,Female,Black,HR,Hired,2024-07-25
27465,2022-12-04,Female,Hispanic,Compliance,Hired,2024-05-24
27467,2025-07-21,Male,White,Risk,Hired,2023-07-05
27481,2025-06-04,Female,Black,Compliance,Hired,2023-07-05
27482,2024-01-14,Female,Other,HR,Hired,2024-11-15
27483,2024-03-31,Male,Asian,Compliance,Hired,2023-07-29
27499,2024-01-30,Female,White,IT,Hired,2023-12-09
27530,2024-09-24,Female,Hispanic,IT,Hired,2024-05-19
27531,2023-07-07,Female,Hispanic,IT,Hired,2025-09-03
27538,2025-07-08,Female,Hispanic,Operations,Hired,2024-05-29
27546,2025-03-18,Male,Hispanic,IT,Hired,2023-02-15
27552,2025-03-10,Female,Hispanic,Finance,Hired,2025-02-19
27559,2024-08-17,Male,Black,Compliance,Hired,2024-09-20
27563,2024-02-27,Male,Other,Retail Banking,Hired,2024-06-26
27582,2023-06-24,Female,Other,Compliance,Hired,2024-10-17
27587,2022-10-27,Female,Hispanic,HR,Hired,2024-05-26
27605,2024-01-23,Female,White,Finance,Hired,2025-06-21
27607,2024-12-20,Female,Black,Risk,Hired,2024-05-01
27610,2024-07-25,Male,Black,Legal,Hired,2025-03-05
27616,2024-08-23,Female,Asian,Finance,Hired,2025-05-03
27617,2025-05-15,Female,Hispanic,Finance,Hired,2022-09-19
27635,2024-12-01,Female,Black,Compliance,Hired,2023-03-06
27668,2022-11-04,Female,Hispanic,Operations,Hired,2025-07-21
27702,2025-08-23,Male,Other,Legal,Hired,2024-06-10
27703,2024-05-15,Female,White,Risk,Hired,2022-10-14
27706,2023-10-08,Male,Other,Legal,Hired,2025-09-06
27708,2022-12-19,Female,White,Operations,Hired,2025-06-14
27715,2024-03-08,Female,Black,HR,Hired,2023-01-28
27727,2025-08-12,Male,Black,Finance,Hired,2025-05-29
27743,2023-09-12,Female,Other,Retail Banking,Hired,2025-08-04
27744,2025-03-25,Female,White,Risk,Hired,2024-04-23
27773,2022-12-04,Female,Black,Finance,Hired,2023-09-26
27778,2025-03-17,Female,Asian,Legal,Hired,2025-02-13
27779,2022-09-22,Male,Other,Legal,Hired,2023-01-14
27783,2024-05-01,Male,Other,Operations,Hired,2023-06-05
27798,2023-01-17,Female,Asian,IT,Hired,2024-03-09
27805,2025-03-28,Female,Black,Finance,Hired,2025-06-20
27819,2022-10-18,Female,Black,Legal,Hired,2024-06-04
27825,2025-08-16,Female,Hispanic,Risk,Hired,2024-09-08
27846,2022-09-22,Male,Other,Risk,Hired,2024-02-25
27853,2024-01-03,Female,Hispanic,Risk,Hired,2023-04-21
27861,2025-08-21,Male,Other,IT,Hired,2024-11-20
27870,2025-04-04,Male,Black,Operations,Hired,2024-04-28
27880,2024-11-24,Female,Asian,IT,Hired,2025-07-27
27884,2023-06-22,Male,Other,Legal,Hired,2025-02-17
27888,2024-11-11,Male,Asian,Retail Banking,Hired,2025-07-21
27892,2023-06-03,Female,Asian,Legal,Hired,2023-06-19
27900,2023-12-29,Male,Other,Compliance,Hired,2024-08-24
27904,2022-12-09,Male,Hispanic,Finance,Hired,2025-04-22
27905,2025-03-15,Male,Other,Compliance,Hired,2023-07-13
27911,2025-04-05,Female,White,Finance,Hired,2024-10-22
27913,2025-03-05,Male,Asian,IT,Hired,2024-11-27
27920,2025-08-06,Female,Asian,Compliance,Hired,2022-12-14
27951,2023-11-05,Female,Other,Compliance,Hired,2023-06-14
27958,2023-12-19,Male,White,HR,Hired,2024-04-23
27973,2023-08-24,Female,Other,IT,Hired,2023-07-13
27988,2024-09-15,Female,Other,Risk,Hired,2024-11-23
27997,2025-08-26,Male,Other,Finance,Hired,2022-12-17
28005,2022-12-19,Male,Black,Operations,Hired,2024-04-11
28023,2024-05-28,Male,Other,IT,Hired,2024-09-14
28045,2023-01-15,Female,White,Retail Banking,Hired,2024-08-22
28050,2024-03-02,Female,Other,Risk,Hired,2025-06-29
28059,2022-12-16,Male,Other,Risk,Hired,2024-01-07
28061,2024-08-07,Female,Other,HR,Hired,2025-05-05
28066,2024-07-13,Male,Other,Compliance,Hired,2025-08-27
28068,2023-03-06,Male,White,HR,Hired,2024-02-22
28084,2023-11-09,Male,Asian,HR,Hired,2024-06-12
28089,2024-03-09,Female,Other,IT,Hired,2023-02-13
28111,2025-05-12,Male,Asian,HR,Hired,2024-11-27
28117,2022-12-20,Male,Hispanic,Compliance,Hired,2023-05-19
28131,2024-06-15,Female,Hispanic,Finance,Hired,2025-04-05
28134,2025-07-04,Male,Hispanic,Compliance,Hired,2024-04-30
28138,2024-04-17,Male,Black,Risk,Hired,2025-01-14
28139,2023-06-23,Female,Black,HR,Hired,2023-05-06
28143,2024-03-17,Male,Black,Retail Banking,Hired,2023-12-17
28165,2023-06-02,Female,Other,Compliance,Hired,2023-06-06
28169,2023-06-16,Male,White,IT,Hired,2023-07-13
28175,2024-11-14,Female,Hispanic,Operations,Hired,2025-05-31
28181,2023-08-27,Male,White,HR,Hired,2022-12-16
28185,2025-06-07,Female,Black,IT,Hired,2023-09-05
28191,2024-07-11,Female,Other,Risk,Hired,2023-04-25
28192,2022-11-23,Female,Black,IT,Hired,2024-12-01
28202,2024-06-26,Female,Black,Retail Banking,Hired,2023-12-04
28205,2023-08-27,Male,Asian,Risk,Hired,2023-04-24
28241,2024-12-13,Male,White,Compliance,Hired,2023-10-25
28246,2024-03-22,Male,Black,Compliance,Hired,2022-10-04
28252,2023-11-07,Male,Black,Risk,Hired,2023-06-10
28255,2024-09-23,Female,Asian,Operations,Hired,2022-11-09
28261,2024-03-08,Female,Other,Risk,Hired,2023-09-29
28267,2023-11-16,Other,Asian,IT,Hired,2024-08-16
28276,2023-01-21,Female,Black,IT,Hired,2023-02-04
28284,2025-01-15,Male,Asian,Operations,Hired,2023-12-06
28291,2023-06-08,Male,Asian,Risk,Hired,2023-11-05
28304,2022-11-21,Male,Other,Legal,Hired,2023-05-14
28314,2024-06-06,Male,Other,Operations,Hired,2024-04-07
28325,2024-05-16,Female,Other,Operations,Hired,2024-03-07
28330,2024-12-03,Female,White,Compliance,Hired,2023-11-22
28338,2023-06-23,Male,Other,Legal,Hired,2023-04-13
28345,2025-06-08,Female,Black,Risk,Hired,2024-01-24
28346,2022-10-15,Female,Other,IT,Hired,2023-11-02
28348,2022-12-09,Female,Black,Compliance,Hired,2024-03-11
28355,2024-08-24,Male,White,HR,Hired,2025-04-28
28360,2025-02-21,Female,Other,Operations,Hired,2023-04-30
28363,2023-07-20,Female,Other,HR,Hired,2023-11-29
28384,2024-05-27,Female,Hispanic,Legal,Hired,2024-05-21
28412,2024-02-27,Male,Hispanic,Finance,Hired,2024-02-28
28413,2025-02-18,Male,Hispanic,IT,Hired,2024-12-08
28422,2025-06-27,Female,Black,Operations,Hired,2023-12-28
28426,2025-03-22,Female,Hispanic,Operations,Hired,2025-01-29
28440,2023-07-10,Male,Black,HR,Hired,2024-08-13
